object_id,obj_type,band,time_space,t_all,flux_all,flux_err_all,t_train,flux_train,flux_err_train,t_test,flux_test
44307163,EB,r,raw,"[59787.32812154143, 59812.22265807452, 59814.171868598416, 59926.070306020396, 60082.41015625, 60083.417968732414, 60111.328125860615, 60119.31249986851, 60149.23046970976, 60151.23437446344, 60202.093752759225, 60496.2929736141, 60502.27733649327, 60505.25391783112, 60531.18749965254, 60581.16404702669, 60589.01560895399, 60590.11328263343, 60617.05469247176, 59783.29687774557, 59836.066406573096, 60085.41796872697, 60169.15624582953, 60467.34765048812]","[390.3085021972656, 954.4835815429688, -205.22964477539062, 936.9345703125, -1636.3907470703125, 235.72154235839844, 1028.2496337890625, 442.58050537109375, -1243.6361083984375, 842.4852905273438, 351.19818115234375, 979.8200073242188, -269.36431884765625, 920.7786865234375, 957.41455078125, 784.2628784179688, 830.310791015625, 960.57177734375, 954.6611938476562, -233.02114868164062, -29.760284423828125, 762.775146484375, 1061.0211181640625, 43.32786178588867]","[24.410398483276367, 34.88899230957031, 34.55171203613281, 50.28325271606445, 49.589717864990234, 49.20792770385742, 35.77925109863281, 35.197383880615234, 25.503173828125, 35.363731384277344, 24.76160430908203, 35.333091735839844, 34.9556770324707, 35.865394592285156, 25.449689865112305, 34.88256072998047, 35.52811050415039, 34.96348571777344, 34.9503288269043, 34.555511474609375, 49.91147232055664, 48.79404067993164, 35.96515655517578, 35.5604362487793]","[59787.32812154143, 59812.22265807452, 59814.171868598416, 59926.070306020396, 60082.41015625, 60083.417968732414, 60111.328125860615, 60119.31249986851, 60149.23046970976, 60151.23437446344, 60202.093752759225, 60496.2929736141, 60502.27733649327, 60505.25391783112, 60531.18749965254, 60581.16404702669, 60589.01560895399, 60590.11328263343, 60617.05469247176]","[390.3085021972656, 954.4835815429688, -205.22964477539062, 936.9345703125, -1636.3907470703125, 235.72154235839844, 1028.2496337890625, 442.58050537109375, -1243.6361083984375, 842.4852905273438, 351.19818115234375, 979.8200073242188, -269.36431884765625, 920.7786865234375, 957.41455078125, 784.2628784179688, 830.310791015625, 960.57177734375, 954.6611938476562]","[24.410398483276367, 34.88899230957031, 34.55171203613281, 50.28325271606445, 49.589717864990234, 49.20792770385742, 35.77925109863281, 35.197383880615234, 25.503173828125, 35.363731384277344, 24.76160430908203, 35.333091735839844, 34.9556770324707, 35.865394592285156, 25.449689865112305, 34.88256072998047, 35.52811050415039, 34.96348571777344, 34.9503288269043]","[59783.29687774557, 59836.066406573096, 60085.41796872697, 60169.15624582953, 60467.34765048812]","[-233.02114868164062, -29.760284423828125, 762.775146484375, 1061.0211181640625, 43.32786178588867]"
54991416,SNIa,r,raw,"[59783.32813131391, 59787.32421486999, 59814.17578010181, 59836.06640120122, 59853.019535682324, 60082.4140625, 60083.414062473996, 60085.41796882293, 60119.312498255524, 60148.22656418314, 60169.15234112156, 60209.07812173388, 60444.390623145366, 60464.33594493895, 60467.347666500405, 60496.29686534933, 60584.15233065083, 60589.01563636907, 59796.3828206531, 59844.035160045285, 60149.2304686344, 60502.277333124504, 60531.17577575678]","[-3.045106887817383, -6.630255222320557, 1.5494580268859863, -3.9112401008605957, -3.159980058670044, 283.8651123046875, 275.67803955078125, 265.00592041015625, 47.21342849731445, 20.10088539123535, 11.394224166870117, 13.749805450439453, 6.248809814453125, -0.4470039904117584, 4.02285623550415, -0.22231100499629974, -2.7007579803466797, -1.8258090019226074, -0.5147340297698975, -1.1810640096664429, 16.169300079345703, 6.016829967498779, 2.8786299228668213]","[3.97426700592041, 4.506567001342773, 2.4828360080718994, 5.491604804992676, 2.510972023010254, 5.727755069732666, 5.401206016540527, 3.693834066390991, 4.086061000823975, 2.0642969608306885, 3.3030059337615967, 3.547344923019409, 5.854083061218262, 3.7661778926849365, 4.241576194763184, 2.58734393119812, 2.758155107498169, 2.839366912841797, 4.529881000518799, 4.003018856048584, 1.9419740438461304, 3.447735071182251, 2.589063882827759]","[59783.32813131391, 59787.32421486999, 59814.17578010181, 59836.06640120122, 59853.019535682324, 60082.4140625, 60083.414062473996, 60085.41796882293, 60119.312498255524, 60148.22656418314, 60169.15234112156, 60209.07812173388, 60444.390623145366, 60464.33594493895, 60467.347666500405, 60496.29686534933, 60584.15233065083, 60589.01563636907]","[-3.045106887817383, -6.630255222320557, 1.5494580268859863, -3.9112401008605957, -3.159980058670044, 283.8651123046875, 275.67803955078125, 265.00592041015625, 47.21342849731445, 20.10088539123535, 11.394224166870117, 13.749805450439453, 6.248809814453125, -0.4470039904117584, 4.02285623550415, -0.22231100499629974, -2.7007579803466797, -1.8258090019226074]","[3.97426700592041, 4.506567001342773, 2.4828360080718994, 5.491604804992676, 2.510972023010254, 5.727755069732666, 5.401206016540527, 3.693834066390991, 4.086061000823975, 2.0642969608306885, 3.3030059337615967, 3.547344923019409, 5.854083061218262, 3.7661778926849365, 4.241576194763184, 2.58734393119812, 2.758155107498169, 2.839366912841797]","[59796.3828206531, 59844.035160045285, 60149.2304686344, 60502.277333124504, 60531.17577575678]","[-0.5147340297698975, -1.1810640096664429, 16.169300079345703, 6.016829967498779, 2.8786299228668213]"
79307105,SNII,r,raw,"[59783.296874309104, 59787.324212508356, 59796.38282443654, 59836.06640969124, 60082.41406251161, 60083.4140625, 60148.2109359885, 60149.23046792256, 60151.230467899346, 60166.16796873814, 60169.15233990764, 60209.07812290832, 60464.335946489286, 60467.34765590447, 60496.29688222638, 60502.277350211036, 60531.175786995926, 60583.04686907243, 60589.03125640274, 59814.175779125086, 59844.035152007, 59853.01953930248, 60085.417968789996, 60119.31249920361]","[1.5588849782943726, 1.076774001121521, 2.990149974822998, 7.42988920211792, 133.97897338867188, 146.50588989257812, 17.692583084106445, 19.144685745239258, 14.55883502960205, 3.8871359825134277, 1.493373990058899, 0.3277750015258789, -6.043479919433594, -2.2349610328674316, -6.118434906005859, -0.8068689703941345, -5.9322638511657715, 0.4970279932022095, -0.6412180066108704, -3.0701849460601807, 6.2048468589782715, 2.88932204246521, 133.7559814453125, 51.764556884765625]","[4.108573913574219, 4.367149829864502, 4.509476184844971, 5.47948694229126, 5.165109157562256, 4.883738994598389, 2.560349941253662, 2.7585880756378174, 1.9410359859466553, 3.047245979309082, 3.2652149200439453, 3.571199893951416, 3.745837926864624, 4.169981002807617, 2.573486089706421, 3.417949914932251, 2.571600914001465, 3.871577024459839, 1.885761022567749, 2.465527057647705, 3.991615056991577, 3.64949107170105, 4.486310005187988, 4.171127796173096]","[59783.296874309104, 59787.324212508356, 59796.38282443654, 59836.06640969124, 60082.41406251161, 60083.4140625, 60148.2109359885, 60149.23046792256, 60151.230467899346, 60166.16796873814, 60169.15233990764, 60209.07812290832, 60464.335946489286, 60467.34765590447, 60496.29688222638, 60502.277350211036, 60531.175786995926, 60583.04686907243, 60589.03125640274]","[1.5588849782943726, 1.076774001121521, 2.990149974822998, 7.42988920211792, 133.97897338867188, 146.50588989257812, 17.692583084106445, 19.144685745239258, 14.55883502960205, 3.8871359825134277, 1.493373990058899, 0.3277750015258789, -6.043479919433594, -2.2349610328674316, -6.118434906005859, -0.8068689703941345, -5.9322638511657715, 0.4970279932022095, -0.6412180066108704]","[4.108573913574219, 4.367149829864502, 4.509476184844971, 5.47948694229126, 5.165109157562256, 4.883738994598389, 2.560349941253662, 2.7585880756378174, 1.9410359859466553, 3.047245979309082, 3.2652149200439453, 3.571199893951416, 3.745837926864624, 4.169981002807617, 2.573486089706421, 3.417949914932251, 2.571600914001465, 3.871577024459839, 1.885761022567749]","[59814.175779125086, 59844.035152007, 59853.01953930248, 60085.417968789996, 60119.31249920361]","[-3.0701849460601807, 6.2048468589782715, 2.88932204246521, 133.7559814453125, 51.764556884765625]"
28396939,TDE,r,raw,"[59784.3203125, 59796.26953115479, 59817.19140726204, 59837.136719935894, 59880.05468329653, 59926.078129396024, 60122.304679167, 60151.2695334733, 60166.19142291275, 60209.09376263935, 60467.37893588432, 60491.320327122594, 60502.273406328866, 60520.246126769765, 60553.136735583495, 60581.11722127831, 60085.41406596352, 60119.343748237654, 60496.29298018532, 60550.17969949776, 60613.05862129608]","[18.083757400512695, 14.018773078918457, 4.78541898727417, 6.0942888259887695, -0.28125301003456116, -1.4746760129928589, -3.5698070526123047, -1.1773649454116821, -4.5810651779174805, 2.0500760078430176, 0.6400700211524963, -7.148405075073242, 2.262661933898926, -1.2008039951324463, 3.5573620796203613, 6.472701072692871, 4.317224979400635, -2.151026964187622, 2.4494900703430176, -1.400426983833313, -2.2786569595336914]","[3.5296709537506104, 3.8912429809570312, 2.2888081073760986, 3.4164750576019287, 1.8092230558395386, 1.7146719694137573, 3.7977800369262695, 1.95878005027771, 3.168734073638916, 2.7162399291992188, 3.9083011150360107, 4.650051116943359, 2.593437910079956, 3.5921471118927, 3.252980947494507, 3.2391819953918457, 4.173048973083496, 3.460344076156616, 1.961195945739746, 3.067460060119629, 1.8256909847259521]","[59784.3203125, 59796.26953115479, 59817.19140726204, 59837.136719935894, 59880.05468329653, 59926.078129396024, 60122.304679167, 60151.2695334733, 60166.19142291275, 60209.09376263935, 60467.37893588432, 60491.320327122594, 60502.273406328866, 60520.246126769765, 60553.136735583495, 60581.11722127831]","[18.083757400512695, 14.018773078918457, 4.78541898727417, 6.0942888259887695, -0.28125301003456116, -1.4746760129928589, -3.5698070526123047, -1.1773649454116821, -4.5810651779174805, 2.0500760078430176, 0.6400700211524963, -7.148405075073242, 2.262661933898926, -1.2008039951324463, 3.5573620796203613, 6.472701072692871]","[3.5296709537506104, 3.8912429809570312, 2.2888081073760986, 3.4164750576019287, 1.8092230558395386, 1.7146719694137573, 3.7977800369262695, 1.95878005027771, 3.168734073638916, 2.7162399291992188, 3.9083011150360107, 4.650051116943359, 2.593437910079956, 3.5921471118927, 3.252980947494507, 3.2391819953918457]","[60085.41406596352, 60119.343748237654, 60496.29298018532, 60550.17969949776, 60613.05862129608]","[4.317224979400635, -2.151026964187622, 2.4494900703430176, -1.400426983833313, -2.2786569595336914]"
33253530,TDE,r,raw,"[59784.32418634472, 59796.3828189124, 59809.33986108417, 59817.19143005059, 59880.05859000566, 59926.082026823, 60085.41015321525, 60119.343732209185, 60151.26954164987, 60164.2968766208, 60209.09375085863, 60467.37500041672, 60496.29296875, 60502.277343643866, 60553.13671662065, 60581.0703114654, 60649.12500085657, 59837.140627180546, 60122.304699459215, 60166.19140066137, 60520.24609444351, 60550.17968850138]","[-2.6519999504089355, 3.0025808811187744, -3.9078500270843506, -2.874181032180786, -0.2866469919681549, -0.7527880072593689, -1.4963879585266113, 5.278055191040039, 0.11669500172138214, -4.33529806137085, 3.8579370975494385, 236.72366333007812, 371.4011535644531, 370.7322082519531, 170.75277709960938, 82.09593200683594, 15.98979377746582, 2.6358540058135986, 2.772784948348999, 1.5157740116119385, 331.47119140625, 186.517578125]","[3.41880202293396, 3.5805439949035645, 3.7552430629730225, 2.245882987976074, 1.8126189708709717, 2.3736379146575928, 4.356935977935791, 2.4746100902557373, 1.9483580589294434, 2.512449026107788, 2.70361590385437, 3.255635976791382, 3.968043088912964, 4.576251983642578, 2.666116952896118, 3.9929230213165283, 2.6583070755004883, 3.8075718879699707, 3.781857967376709, 2.218740940093994, 3.364590883255005, 3.6088340282440186]","[59784.32418634472, 59796.3828189124, 59809.33986108417, 59817.19143005059, 59880.05859000566, 59926.082026823, 60085.41015321525, 60119.343732209185, 60151.26954164987, 60164.2968766208, 60209.09375085863, 60467.37500041672, 60496.29296875, 60502.277343643866, 60553.13671662065, 60581.0703114654, 60649.12500085657]","[-2.6519999504089355, 3.0025808811187744, -3.9078500270843506, -2.874181032180786, -0.2866469919681549, -0.7527880072593689, -1.4963879585266113, 5.278055191040039, 0.11669500172138214, -4.33529806137085, 3.8579370975494385, 236.72366333007812, 371.4011535644531, 370.7322082519531, 170.75277709960938, 82.09593200683594, 15.98979377746582]","[3.41880202293396, 3.5805439949035645, 3.7552430629730225, 2.245882987976074, 1.8126189708709717, 2.3736379146575928, 4.356935977935791, 2.4746100902557373, 1.9483580589294434, 2.512449026107788, 2.70361590385437, 3.255635976791382, 3.968043088912964, 4.576251983642578, 2.666116952896118, 3.9929230213165283, 2.6583070755004883]","[59837.140627180546, 60122.304699459215, 60166.19140066137, 60520.24609444351, 60550.17968850138]","[2.6358540058135986, 2.772784948348999, 1.5157740116119385, 331.47119140625, 186.517578125]"
59183655,TDE,r,raw,"[59784.320313032, 59796.382814407894, 59809.339837305684, 59817.1914134483, 59880.05859124845, 59926.08203066273, 60085.41015625, 60119.343749098036, 60166.191406537655, 60209.09374897754, 60467.37500335638, 60496.29298455581, 60502.277335035425, 60550.17970409761, 60553.13671120356, 60581.070321729734, 60649.12500526407, 59837.140621647915, 60122.304686402116, 60151.26562356697, 60164.296877818655, 60520.24607917724]","[-0.9910510182380676, -0.39435601234436035, 7.339631080627441, 2.939389944076538, -4.6099090576171875, -3.5268259048461914, 1945.803955078125, 1504.4716796875, 204.76844787597656, 38.643707275390625, -1.7436209917068481, -1.2442350387573242, -0.1020210012793541, 3.3431169986724854, -1.8232309818267822, 4.229649066925049, -0.13470600545406342, -1.4712979793548584, 1363.346923828125, 369.7347106933594, 216.60508728027344, -5.340874195098877]","[2.446319103240967, 3.5855889320373535, 3.7769880294799805, 2.260226011276245, 1.8179149627685547, 2.380439043045044, 12.90671443939209, 8.6270112991333, 3.698590040206909, 2.7566070556640625, 2.777817964553833, 2.747035026550293, 3.5828750133514404, 3.1515090465545654, 2.305778980255127, 3.8572709560394287, 2.626154899597168, 3.8143539428710938, 8.949440956115723, 2.7819020748138428, 4.101981163024902, 2.547826051712036]","[59784.320313032, 59796.382814407894, 59809.339837305684, 59817.1914134483, 59880.05859124845, 59926.08203066273, 60085.41015625, 60119.343749098036, 60166.191406537655, 60209.09374897754, 60467.37500335638, 60496.29298455581, 60502.277335035425, 60550.17970409761, 60553.13671120356, 60581.070321729734, 60649.12500526407]","[-0.9910510182380676, -0.39435601234436035, 7.339631080627441, 2.939389944076538, -4.6099090576171875, -3.5268259048461914, 1945.803955078125, 1504.4716796875, 204.76844787597656, 38.643707275390625, -1.7436209917068481, -1.2442350387573242, -0.1020210012793541, 3.3431169986724854, -1.8232309818267822, 4.229649066925049, -0.13470600545406342]","[2.446319103240967, 3.5855889320373535, 3.7769880294799805, 2.260226011276245, 1.8179149627685547, 2.380439043045044, 12.90671443939209, 8.6270112991333, 3.698590040206909, 2.7566070556640625, 2.777817964553833, 2.747035026550293, 3.5828750133514404, 3.1515090465545654, 2.305778980255127, 3.8572709560394287, 2.626154899597168]","[59837.140621647915, 60122.304686402116, 60151.26562356697, 60164.296877818655, 60520.24607917724]","[-1.4712979793548584, 1363.346923828125, 369.7347106933594, 216.60508728027344, -5.340874195098877]"
65406030,SNIa,r,raw,"[59783.39453436674, 59796.38671858864, 59817.19140620764, 59880.05468666491, 59926.078125, 60085.41406307233, 60119.34375238609, 60166.1913976877, 60209.0937485163, 60467.367186640855, 60496.2929628462, 60520.24610393366, 60550.179706235875, 60553.13672563583, 60581.11715877377, 60613.05857097472, 59837.140627107496, 60122.30079002394, 60151.26953471072, 60491.312485433315, 60502.269521151364]","[-0.25436899065971375, 4.841760158538818, -0.6062660217285156, -0.21338999271392822, 180.99554443359375, -1.4671720266342163, 3.3017070293426514, 0.7562839984893799, 3.64335298538208, -4.565371990203857, -4.132041931152344, 3.823786973953247, -3.9411120414733887, 2.4845829010009766, 0.9199730157852173, -1.924767017364502, 0.05382100120186806, 1.2693580389022827, 2.5743470191955566, 4.780855178833008, 4.167967796325684]","[2.056333065032959, 3.729235887527466, 2.250788927078247, 1.817721962928772, 3.060267925262451, 4.179749011993408, 3.4825799465179443, 3.1850509643554688, 2.582211971282959, 2.7868518829345703, 2.8165719509124756, 3.615654945373535, 3.0819320678710938, 3.2661070823669434, 3.243741035461426, 1.834257960319519, 3.267625093460083, 2.6404049396514893, 1.9720540046691895, 5.760933876037598, 3.6203949451446533]","[59783.39453436674, 59796.38671858864, 59817.19140620764, 59880.05468666491, 59926.078125, 60085.41406307233, 60119.34375238609, 60166.1913976877, 60209.0937485163, 60467.367186640855, 60496.2929628462, 60520.24610393366, 60550.179706235875, 60553.13672563583, 60581.11715877377, 60613.05857097472]","[-0.25436899065971375, 4.841760158538818, -0.6062660217285156, -0.21338999271392822, 180.99554443359375, -1.4671720266342163, 3.3017070293426514, 0.7562839984893799, 3.64335298538208, -4.565371990203857, -4.132041931152344, 3.823786973953247, -3.9411120414733887, 2.4845829010009766, 0.9199730157852173, -1.924767017364502]","[2.056333065032959, 3.729235887527466, 2.250788927078247, 1.817721962928772, 3.060267925262451, 4.179749011993408, 3.4825799465179443, 3.1850509643554688, 2.582211971282959, 2.7868518829345703, 2.8165719509124756, 3.615654945373535, 3.0819320678710938, 3.2661070823669434, 3.243741035461426, 1.834257960319519]","[59837.140627107496, 60122.30079002394, 60151.26953471072, 60491.312485433315, 60502.269521151364]","[0.05382100120186806, 1.2693580389022827, 2.5743470191955566, 4.780855178833008, 4.167967796325684]"
69562605,SNIa,r,raw,"[59783.394531571714, 59817.19139456449, 59837.14065856568, 59926.07813696319, 60085.41405345377, 60119.34374278465, 60122.30077930205, 60166.191417776135, 60209.09374346104, 60467.367186257325, 60491.312500965556, 60496.29296912332, 60520.24609375, 60550.17968747696, 60581.11718817463, 60613.05859156711, 59796.38674673365, 59880.05468309365, 60151.26954344382, 60502.26953219541, 60553.136719718466]","[-0.6460660099983215, 4.484235763549805, -1.0608689785003662, -2.5403239727020264, -3.4602479934692383, -5.684042930603027, 2.1024041175842285, -4.540153980255127, -0.45474401116371155, 1.627943992614746, 5.615448951721191, -1.9173640012741089, 6.815570831298828, -1.0739439725875854, -3.333656072616577, 5.715457916259766, -2.646815061569214, -2.8137319087982178, -1.5213929414749146, -3.5687758922576904, -0.6232900023460388]","[2.056334972381592, 2.263145923614502, 3.26753306388855, 2.4860401153564453, 4.179780006408691, 3.4767088890075684, 2.64142107963562, 3.1836190223693848, 2.5779008865356445, 2.7885971069335938, 5.76184606552124, 2.816504955291748, 3.6209139823913574, 3.081866979598999, 3.2420520782470703, 1.8532170057296753, 3.721240997314453, 1.8177809715270996, 1.9679889678955078, 3.6130781173706055, 3.2612171173095703]","[59783.394531571714, 59817.19139456449, 59837.14065856568, 59926.07813696319, 60085.41405345377, 60119.34374278465, 60122.30077930205, 60166.191417776135, 60209.09374346104, 60467.367186257325, 60491.312500965556, 60496.29296912332, 60520.24609375, 60550.17968747696, 60581.11718817463, 60613.05859156711]","[-0.6460660099983215, 4.484235763549805, -1.0608689785003662, -2.5403239727020264, -3.4602479934692383, -5.684042930603027, 2.1024041175842285, -4.540153980255127, -0.45474401116371155, 1.627943992614746, 5.615448951721191, -1.9173640012741089, 6.815570831298828, -1.0739439725875854, -3.333656072616577, 5.715457916259766]","[2.056334972381592, 2.263145923614502, 3.26753306388855, 2.4860401153564453, 4.179780006408691, 3.4767088890075684, 2.64142107963562, 3.1836190223693848, 2.5779008865356445, 2.7885971069335938, 5.76184606552124, 2.816504955291748, 3.6209139823913574, 3.081866979598999, 3.2420520782470703, 1.8532170057296753]","[59796.38674673365, 59880.05468309365, 60151.26954344382, 60502.26953219541, 60553.136719718466]","[-2.646815061569214, -2.8137319087982178, -1.5213929414749146, -3.5687758922576904, -0.6232900023460388]"
88444541,AGN,r,raw,"[59784.32032554448, 59796.38283140153, 59809.3398107988, 59817.19142688724, 59837.14060396924, 59880.05857420588, 59926.0820289067, 60085.41016164393, 60119.343734095375, 60122.30469123961, 60151.26560911328, 60164.29687201409, 60166.19141852002, 60467.375002070235, 60520.24609375, 60553.136719551825, 60649.12500106096, 60209.09376418154, 60496.29296905523, 60502.27734408514, 60550.17968733091, 60581.07031117777]","[-14.583959579467773, -1.3128019571304321, 3.0815889835357666, 22.46086311340332, 16.777868270874023, 60.848812103271484, 99.98168182373047, 166.74234008789062, 157.3689727783203, 144.9342041015625, 87.19108581542969, 110.20138549804688, 127.13488006591797, 181.89781188964844, 229.55503845214844, 193.88314819335938, 209.34515380859375, 79.00749206542969, 228.0181884765625, 211.22520446777344, 203.406494140625, 136.08399963378906]","[3.6185710430145264, 5.227128028869629, 5.260241985321045, 4.469513893127441, 5.346142768859863, 4.298965930938721, 4.681118011474609, 7.347115993499756, 3.890839099884033, 5.648073196411133, 2.846824884414673, 5.308143138885498, 5.214264869689941, 4.154183864593506, 4.0841498374938965, 3.879528045654297, 5.085512161254883, 3.893289089202881, 5.192508220672607, 5.628827095031738, 5.313496112823486, 5.660855770111084]","[59784.32032554448, 59796.38283140153, 59809.3398107988, 59817.19142688724, 59837.14060396924, 59880.05857420588, 59926.0820289067, 60085.41016164393, 60119.343734095375, 60122.30469123961, 60151.26560911328, 60164.29687201409, 60166.19141852002, 60467.375002070235, 60520.24609375, 60553.136719551825, 60649.12500106096]","[-14.583959579467773, -1.3128019571304321, 3.0815889835357666, 22.46086311340332, 16.777868270874023, 60.848812103271484, 99.98168182373047, 166.74234008789062, 157.3689727783203, 144.9342041015625, 87.19108581542969, 110.20138549804688, 127.13488006591797, 181.89781188964844, 229.55503845214844, 193.88314819335938, 209.34515380859375]","[3.6185710430145264, 5.227128028869629, 5.260241985321045, 4.469513893127441, 5.346142768859863, 4.298965930938721, 4.681118011474609, 7.347115993499756, 3.890839099884033, 5.648073196411133, 2.846824884414673, 5.308143138885498, 5.214264869689941, 4.154183864593506, 4.0841498374938965, 3.879528045654297, 5.085512161254883]","[60209.09376418154, 60496.29296905523, 60502.27734408514, 60550.17968733091, 60581.07031117777]","[79.00749206542969, 228.0181884765625, 211.22520446777344, 203.406494140625, 136.08399963378906]"
105636094,SNII,r,raw,"[59784.32422776848, 59796.26951187315, 59817.191402653014, 59837.1367061276, 59880.070335500364, 60085.41014205182, 60119.34375852637, 60151.261736366614, 60164.29686828432, 60166.19142062201, 60491.33203125, 60494.3515624118, 60496.2929688812, 60502.27734405873, 60520.24999960329, 60531.21875198358, 60550.17968682875, 60553.136718950846, 60613.05468899579, 59926.0820254877, 60122.30859420496, 60209.109380631184, 60467.37890564101, 60581.070316451485]","[-0.7714930176734924, 0.4576599895954132, -2.779578924179077, 0.5579739809036255, -0.09151700139045715, 6.957052230834961, 0.22089000046253204, -0.43996599316596985, 1.097864031791687, -0.490543007850647, 8.211393356323242, -1.3512250185012817, 2.5126140117645264, -3.9924449920654297, 1.4832079410552979, -3.0057880878448486, -0.6174650192260742, -4.426229000091553, 3.4843029975891113, 0.19064000248908997, 1.5274430513381958, -0.4693230092525482, 4.571549892425537, 3.3437631130218506]","[3.557075023651123, 2.790276050567627, 1.6435209512710571, 3.5342509746551514, 1.3001739978790283, 4.456680774688721, 3.635941982269287, 3.048707962036133, 3.6859629154205322, 3.336625099182129, 8.552838325500488, 2.729702949523926, 2.9387400150299072, 3.8303709030151367, 3.696805000305176, 3.41658091545105, 3.1933510303497314, 3.3974249362945557, 1.877493977546692, 2.4175291061401367, 3.800834894180298, 2.2940309047698975, 4.095459938049316, 3.915113925933838]","[59784.32422776848, 59796.26951187315, 59817.191402653014, 59837.1367061276, 59880.070335500364, 60085.41014205182, 60119.34375852637, 60151.261736366614, 60164.29686828432, 60166.19142062201, 60491.33203125, 60494.3515624118, 60496.2929688812, 60502.27734405873, 60520.24999960329, 60531.21875198358, 60550.17968682875, 60553.136718950846, 60613.05468899579]","[-0.7714930176734924, 0.4576599895954132, -2.779578924179077, 0.5579739809036255, -0.09151700139045715, 6.957052230834961, 0.22089000046253204, -0.43996599316596985, 1.097864031791687, -0.490543007850647, 8.211393356323242, -1.3512250185012817, 2.5126140117645264, -3.9924449920654297, 1.4832079410552979, -3.0057880878448486, -0.6174650192260742, -4.426229000091553, 3.4843029975891113]","[3.557075023651123, 2.790276050567627, 1.6435209512710571, 3.5342509746551514, 1.3001739978790283, 4.456680774688721, 3.635941982269287, 3.048707962036133, 3.6859629154205322, 3.336625099182129, 8.552838325500488, 2.729702949523926, 2.9387400150299072, 3.8303709030151367, 3.696805000305176, 3.41658091545105, 3.1933510303497314, 3.3974249362945557, 1.877493977546692]","[59926.0820254877, 60122.30859420496, 60209.109380631184, 60467.37890564101, 60581.070316451485]","[0.19064000248908997, 1.5274430513381958, -0.4693230092525482, 4.571549892425537, 3.3437631130218506]"
115771765,TDE,r,raw,"[59784.320296950435, 59796.26952188864, 59817.19141029811, 59837.136711238054, 59880.082024468706, 60085.4140625, 60119.34375001704, 60122.304686555646, 60151.26171749471, 60164.2968791585, 60166.191408028404, 60209.093750602646, 60467.378889491636, 60502.27735622108, 60520.246107935, 60531.218762231816, 60550.17579697282, 60553.136708269216, 60581.070310610055, 59926.08984047911, 60491.33203082421, 60494.35157136162, 60496.29296660243, 60613.054681929585]","[-2.501699924468994, 5.011277198791504, -1.6102620363235474, 0.10894899815320969, 3.5402750968933105, 42.45146179199219, 21.222089767456055, 12.610932350158691, 7.934484004974365, -0.7707160115242004, 3.032011032104492, 0.19642700254917145, 5.634024143218994, 6.593349933624268, 8.032299995422363, -4.172368049621582, -2.8489930629730225, 0.25864100456237793, 0.8922590017318726, -2.440237045288086, 2.3052759170532227, -4.531299114227295, 2.6136128902435303, 1.9260339736938477]","[2.4592809677124023, 3.8808329105377197, 1.6245310306549072, 3.492759943008423, 1.844539999961853, 3.3315770626068115, 2.575514078140259, 4.050617218017578, 3.0302700996398926, 3.641796112060547, 3.304110050201416, 2.717154026031494, 2.792699098587036, 3.7973930835723877, 3.766650915145874, 3.377234935760498, 2.268599033355713, 3.3586740493774414, 3.866015911102295, 1.7990100383758545, 5.8192338943481445, 2.6983370780944824, 2.905155897140503, 1.850851058959961]","[59784.320296950435, 59796.26952188864, 59817.19141029811, 59837.136711238054, 59880.082024468706, 60085.4140625, 60119.34375001704, 60122.304686555646, 60151.26171749471, 60164.2968791585, 60166.191408028404, 60209.093750602646, 60467.378889491636, 60502.27735622108, 60520.246107935, 60531.218762231816, 60550.17579697282, 60553.136708269216, 60581.070310610055]","[-2.501699924468994, 5.011277198791504, -1.6102620363235474, 0.10894899815320969, 3.5402750968933105, 42.45146179199219, 21.222089767456055, 12.610932350158691, 7.934484004974365, -0.7707160115242004, 3.032011032104492, 0.19642700254917145, 5.634024143218994, 6.593349933624268, 8.032299995422363, -4.172368049621582, -2.8489930629730225, 0.25864100456237793, 0.8922590017318726]","[2.4592809677124023, 3.8808329105377197, 1.6245310306549072, 3.492759943008423, 1.844539999961853, 3.3315770626068115, 2.575514078140259, 4.050617218017578, 3.0302700996398926, 3.641796112060547, 3.304110050201416, 2.717154026031494, 2.792699098587036, 3.7973930835723877, 3.766650915145874, 3.377234935760498, 2.268599033355713, 3.3586740493774414, 3.866015911102295]","[59926.08984047911, 60491.33203082421, 60494.35157136162, 60496.29296660243, 60613.054681929585]","[-2.440237045288086, 2.3052759170532227, -4.531299114227295, 2.6136128902435303, 1.9260339736938477]"
